dist;high
22.5720904;131.2
5.980385167;130.2
25.55196515;129.8
21.20067939;132
54.18157484;131.2
34.40741221;132.7
1.966451794;134.8
16.49527993;139
25.44644982;142.3
26.86086028;142.5
15.93972279;143.9
13.24700537;143
21.57376614;140.3
18.11625104;141.2
12.37464232;139.5
5.806834818;138.6
13.43546474;133.6
12.62683004;134.1
24.2568721;137.6
9.020787832;137.1
20.2470447;138.1
27.21181215;134.9
19.88267076;132
16.96048798;132.8
11.19916126;132.7
30.46757318;132.3
13.70181957;131.4
13.70686975;134.3
17.98757982;135.6
16.56195357;136.8
23.39876382;138.2
24.04604073;139.1
12.00765839;136.6
11.98737774;137.3
21.67228389;135.9
21.3002159;140.1
16.99423924;139.3
31.88701102;139.2
11.49171436;137.9
14.14052017;136.8
13.86263813;135
15.00118427;134.4
25.09383804;129.7
17.71804882;132.3
10.47220619;133.6
11.94628268;133.2
15.19450291;131.4
17.33473244;125.5
19.21474377;125.1
14.77008717;121.4
11.63020203;122.9
11.50878805;126.8
18.33586448;133.4
15.04346491;132.3
21.30718157;132.4
21.42071936;131.7
27.17519453;133.7
23.07541346;135.3
11.87912501;135.7
8.226758914;133.6
21.2928784;136.1
16.05569008;139.2
42.02520878;139.7
13.09317874;139.7
8.344789997;139.5
5.197559359;141.1
17.77254979;137.7
14.41765764;135.2
15.37072263;132.8
13.54769637;135.7
21.53187449;135.9
25.71907649;132.6
18.78044271;131.3
15.61749376;128
27.68390627;126.4
17.0549162;121.6
17.76230762;120.4
22.13636428;121.3
15.98371519;122.2
18.38194587;123.9
22.99433089;129.2
13.9222637;130.5
26.02450664;131.2
20.25477942;125.5
18.96890656;130.3
16.83152173;130.9
23.26909162;132.6
24.97840702;133.8
19.07440878;133.4
27.78122586;132.4
21.13092894;131
4.335476162;131.3
31.21670258;131.1
23.87448074;133.8
2.178366286;133.8
10.43821324;133.7
1.162689316;134.8
1.071504312;134.3
2.680928353;134.6
11.43387195;129.4
7.229170355;129.5
11.69469929;128.6
3.265932496;128.7
2.620906243;132.2
19.76140453;130.9
10.15200189;142.9
19.15177026;142.9
16.94575551;142.9
13.25478143;142.9
13.6170313;142.9
22.48674104;142.9
22.6895585;142.9
21.04229907;142.9
38.5913464;142.9
18.13575245;142.9
11.75193279;142.9
12.90965372;142.9
18.01305188;142.9
19.1336477;142.9
21.21138785;142.9
13.21780089;142.9
13.12966086;142.9
20.9287304;127.8
26.72075224;124.7
18.56163635;125.3
19.348522;126.8
20.16015648;127.4
19.26478589;128.2
23.02919393;128.3
21.57205722;139.1
18.76483768;139.1
22.83936597;139.1
22.99611733;139.1
18.38055709;139.1
8.28038941;139.1
20.52486601;139.1
17.77772616;139.1
14.62108095;139.1
2.315070746;139.1
5.36592278;139.1
0.25892253;139.1
1.175251273;139.1
12.90141031;149.3
23.29010733;149.3
13.05160147;149.3
15.53555128;149.3
